,Screen_name,Text,Location,Sentiment,Latitude,Longitude
165,Naijawhatsup,(+) Trump’s chief of staff tests positive for COVID-19 — Reports,Nigeria,+,9.6000359,7.9999721
166,OmmcomNews,(-) With nearly 30 groups actively involved in development or collaboration or co-development and trials for the Covid-19 vaccine in India and five among them in the clinical stage of development #Odisha #OdishaNews #OmmcomNews,"Bhubaneshwar, India",-,20.26912755,85.8458772774523
167,RadioClydeNews,(+) 19 staff members and 24 residents at the Fairview facility near Stirling have tested positive for Covid-19 this week. A further 7 are showing symptoms and are self isolating.,"Glasgow, Scotland.",+,55.856656,-4.2435817
169,JenniferM8s,() @malika_imani @meli788O @PastorDScott See also: COVID-19,"Kansas City, MO",,39.100105,-94.5781416
170,sdbast,() Tory Covid-19 blunder opens opportunity for Universal Credit scammers,Sussex England,,50.94468065,-0.06192935288129
171,margotroosevelt,"(+) Trump Chief of Staff Mark Meadows, who has not been wearing a mask, was diagnosed with COVID-19 which has killed more than 236,000 Americans so far","El Segundo, CA",+,33.912594,-118.383179
172,TenaLorraine,"(-) @KimReynoldsIA are you seriously blind or what lady. People are dying and you will be voted out just like your buddy @realDonaldTrump has. With infections and deaths surging, Reynolds says election ‘validates’ her COVID-19 response via @sentinel_press",Iowa,-,41.9216734,-93.3122705
173,KZ_AfterHours,(+) @BudgetBen Leading an economic recovery + COVID-19 Vaccine + not forcing through a gigantic controversial healthcare bill would be a nice recipe for success.,"Aurora, IL",+,41.7571701,-88.3147539
174,SimmoRj,"() @trickysjoyboy @Lrihendry It's over Trump lost because he is incompetant. There it s truth in 74+ million Biden votes and 240,000 Covid-19 deaths.","Utah, USA",,39.4225192,-111.7143584
175,The_Boldman,(+) @ChristoDoyle @Gold_Rush I would be interested to know... What impact has Covid-19 had on gold mining in general?,"Plymouth, England",+,50.3712659,-4.1425658
176,hollisings2,(+) You are so right! The leading cause of Covid-19 is DENIAL. #KKKarma #TrumpVirusDeathToll230K,West Coast,+,-42.9945669,170.7100413
177,tmoncho,() The 3rd outbreak of Covid-19 in a White House still in denial.,"New York, NY",,40.7306458,-73.9866136
178,xoKaylaNicole,(+) Coronavirus: Missouri poll worker dies after working election while positive for COVID-19,"Boston, MA! *Boston Strong*",+,42.3299668,-70.955879
179,OurNewsRev,"(+) 31 NEW COVID-19 CASES REPORTED YESTERDAY: The Bahamas Ministry of Health is reporting 31 new Covid-19 cases yesterday. 66 recoveries were reported yesterday. There have been 6,947 confirmed COVID-19 cases in The Bahamas since the start of the pandemic.","Nassau, Bahamas",+,25.0783456,-77.3383331
180,ENHHCharity,"(+) 🚹 MEN’S HEALTH WEEK 🚹 “I know many men don’t like to go to the doctor and COVID-19 may make things scarier for everyone, but it is so important to get checked out.” An important message from Lister patient Duncan McLean Click through to read his story on the @enherts website","Lister Hospital, Stevenage,",+,51.92443385,-0.212154744394166
181,OurNewsRev,(+) There are now a total of 152 COVID-19 related deaths. The latest victim is a 66-year-old man from New Providence who died November 6th. There are now 55 hospitalized cases; four patients are being treated in the Intensive Care Unit.,"Nassau, Bahamas",+,25.0783456,-77.3383331
183,SharkIslandJP,"(+) #SharkIsland(with Richard Black and Chris Heilmann!) is back to rock and roll in 2020 with a NEW album “Bloodline 2.020” with a special song composed in the middle of the COVID-19 pandemic. Available on Friday, Nov. 13, 2020 from @DekoEntertain!",Japan,+,36.5748441,139.2394179
184,vickilscott20,(+) Pritzker in isolation after possible exposure to COVID-19 such a drama queen. This is the new ‘I don’t feel like going to the office for 2 weeks’ I thought masks and social distancing worked? #Scamdemic,you never know. ,+,41.7122971,-85.9652958
185,RichardGEarl,() Coronavirus: UK bans Denmark visitors over mink Covid-19 fears,"Nanaimo, BC",,49.1637594,-123.9379719
186,karimaPhD,"(+) @PHE_NorthWest @lpoolcouncil As from today, Please be aware that you should NOT undertake a COVID-19 test in Liverpool #LetsNotGetTested #Notsick #DontObey",London,+,51.5073219,-0.1276474
187,DazedWheels,(-) WV Covid-19 update is now 10 minutes late. 🤔,USA,-,39.7837304,-100.4458825
189,DNRamki,() #RT @emaindian: Dr. Sean Downing from Sarasota Memorial Hospital joins us to present the evolution of COVID-19 from his experience in Florida. #EMINDIA2020,India,,22.3511148,78.6677428
191,Xy5Z89,(-) but the number of Covid-19 diseases has risen so sharply since September that experts warned that the underfunded Slovak health system would be overburdened.,"Deutschland, EU ",-,51.2825747,7.9936039
192,wufandmew,(+) New 'mask up MN' website aims to expose fraud of COVID-19 crisis via @alphanewsmn,USA,+,39.7837304,-100.4458825
193,stefanofait,"(+) #Bergamo was one of the epicenters of Europe's Covid-19 outbreak. Now thousands protest against new restrictions. The fear is gone, people want things to go back to normal. NOW. #Italy #coronavirus #COVID19 #protests #Europe #Curfew #lockdown",Italy,+,42.6384261,12.674297
195,Rima76019904,(-) Covid-19 may make people's tinnitus worse,"California, USA",-,36.7014631,-118.7559974
196,msjingold,"(+) A1. By creating empathy with our Ss &amp; promoting community involvement. Talking to them about local issues, challenges and promoting solution mindedness. Having Ss continue to feel connected to family, school &amp; community is esp. important right now during isolation of COVID-19","Bay Shore, NY",+,40.7250986,-73.2453946
197,CovidPlasmaIn,(+) @hbdsofficial @24helloblood @BloodAid @BloodConnection @BloodDonorToday @GiveBloodNI @Indianbloodhelp @bloodconnectorg @ELister_social Hey hbdsofficial - Consolidated list of available resources to match COVID-19 plasma recipients and donors Daily COVID-19 trends as of 07 Nov 08PM 🇮🇳: +ve: 17638🔽 Recovery: 18352🔽 Death: 290🔽 Tot. Active: 513902🔽 TPR (L7D Avg): 4.22🔽 #DonatePlasmaSaveALife,"Gurgaon, India",+,28.48895715,77.0107837846576
198,BostonGlobe,"(+) Lamenting that too many communities have their kids learning remotely, Governor Charlie Baker said Friday that the state was upgrading its metrics for determining COVID-19 transmission risks, with an eye toward getting more students back in classrooms.","Boston, MA",+,42.3602534,-71.0582912
199,KentSmalley,"() From Pain Device to Approved Pandemic Treatment, nVNS System Improves Airflow in COVID-19 Patients - Pain Medicine News","Edmond, OK",,35.6571367,-97.4649038
200,manishransubhe,(+) Kai Havertz breaks silence on Chelsea recovery after testing positive for COVID-19,"Pune, India",+,18.5203062,73.8543185
201,jongrimson,() @SteveSchmidtSES @realDonaldTrump Downfall but with Covid-19,"Nashville, TN",,36.1622296,-86.7743531
202,IrmaSebastiano,() How to work with your mortgage broker during COVID-19,"Niagara, Ontario",,43.05023,-79.12038
203,eltjepink70,(-) Native American health center asked for COVID-19 supplies. It got body bags instead. via @nbcnews,"New York, NY",-,40.7306458,-73.9866136
204,buzzdotie,(+) Gardaí reportedly generally high levels of compliance with COVID-19 restrictions,"Dublin, Ireland",+,53.3497645,-6.2602732
206,fazaam2awesome,() @realDonaldTrump Covid-19 vaccine?,Aruba,,12.5013629,-69.9618475
207,wchealthdept,"(+) Flu season is here! Don’t let this COVID-19 sidekick get you down, #SleeveUp and get a flu shot to be a flu fighter and hero of your own health! #FightFlu","New York, USA",+,40.7306458,-73.9866136
208,MauroOrru94,(+) The second wave of Covid-19 spreading across Italy and Europe has largely spared one of the spring’s worst-hit Italian cities.,"Barcelona, Spain",+,41.3828939,2.1774322
209,cass_lyons,"() No one should be on the streets this winter, let alone with Covid-19 cases rising. Tell the Government to bring people off the streets. Sign this from @UKLabour.",London and Kent,,51.48451165,-0.0699335905437419
210,AnthonyAshton1,() Of course because posh twats are immune to Covid-19 aren’t they?,Norwich,,52.628606,1.29227
211,JordanLeandre55,(+) How nice of Governor Baker to remind us of the business hours of COVID-19,"Cape Cod, MA",+,42.0484483,-70.2209848302983
212,BallewJenny,(+) Well it is what it is nothing will ever be the same learn a new career sales has been tanking way before the Covid-19 pandemic Way Way before,Independence MISSOURI ,+,39.0924792,-94.4137923
215,fishas0607,"() While the US is focused on the election, the Covid-19 pandemic keeps growing – CNN",日本 東京,,35.6828387,139.7594549
216,nextdoorpotato_,() my dumbass who thought the entire COVID-19 chaos would end before June.,"Selangor, Malaysia",,3.2083304,101.304146
217,CatEyezGreen_,"(+) Matt Gaetz, Michael Waltz test positive for COVID-19",California (via Barcelona) ,+,33.7524255,-117.0141935
218,govsingapore,(+) Here’s the 7 November update on the COVID-19 situation in Singapore For more:,Singapore,+,1.357107,103.8194992
219,karimaPhD,"(+) As from today, Please be aware that you should NOT undertake a COVID-19 test in Liverpool #LetsNotGetTested #Notsick #DontObey #Liverpool #Liverpooltesting",London,+,51.5073219,-0.1276474
220,nageshspardhi,(+) I am proud to have contributed to India's fight against COVID-19 by donating to #PMCARES. Join the movement &amp; contribute at ..! #IndiaFightsCorona,"Tirora, India",+,21.4066143,79.928673
221,Great9ija,(+) 15 deaths and 528 novel cases of Covid-19 confirmed in Northern Ireland,United Kingdom,+,25.2232283,55.1594933008754
222,betsypud,"(+) @PeterMatza @ViolinKitty @MATatBucks @PeterMatza COVID-19 spreads from person to person. Limiting contact with other people reduces the spread. Only essential retail eg food is allowed to be open. Fabric is not essential, being open encourages more interaction between people and puts us all at greater risk",Buckinghamshire,+,51.75,-0.75
223,EngGujaratEx,(+) Gujarat COVID-19 Update: 1046 new cases #coronavirus #COVID19 #CoronavirusPandemic #coronavirusupdate #CoronavirusOutbreak #Gujarat,Ahmadabad Gujarat,+,23.0216238,72.5797068
224,BeachHead_,"(+) @ybouysran @onikasgivenchy P.S. Not only are Democrats more in favor to vote by mail in ballots, ***WHICH HISTORY HAS SHOWN*** they also fear Covid-19 (unlike republicans) so they are the most likely to use mail in ballots. Use your head, use facts not feelings...like the republicans like to say.",Paradise ,+,36.1150858,-115.1734142
225,TOIMumbai,"(+) Maharashtra adds 3,959 new Covid-19 cases; 150 die, 6,748 recover",Mumbai,+,18.9387544,72.8352382
226,Journalgirl,(-) Every article about @mattgaetz contracting COVID-19 that doesn’t use this photo is missing a swing,"Georgia, USA",-,32.3293809,-83.1137366
227,mclaughlinanne1,(-) @markbishopuk @EdConwaySky COVID-19 is a virus. It’s not a political situation. It’s unknown and unpredictable. The political parties should forget their egos and have a united approach. The ‘chosen’ medical advisors should also think very carefully about the advice they give. There’s no finale yet.,Glasgow,-,55.856656,-4.2435817
228,HaitianAllStarZ,() Haiti - COVID-19 : Message of sympathy from the Consulate of Haiti in Paris,"New York, NY",,40.7306458,-73.9866136
229,FreightNews,"() Third-party Logistics Market Analysis, COVID-19 Impact,Outlook, Opportunities, Size, Share Forecast and Supply Demand 2021-2027|Trusted Business Insights - The Think Curiouser",London,,51.5073219,-0.1276474
230,IntelligentCash,"(+) Coronavirus update: Kenya records 1,065 new COVID-19 cases","Nairobi, Kenya",+,-1.2832533,36.8172449
231,CNanolab,(+) Great Initiative: COVID-19 Immune Atlas ⁦@karolinskainst⁩,"Lisbon, Portugal",+,38.7077507,-9.1365919
232,AAULYP,"() COVID:FREE COVID-19 Testing to the communities of Austin! Come see us every Tuesday, Thursday, and Saturday: 9am-1pm &amp; Wednesdays: 3-7pm at 1400 Tillery Street, Austin, Texas 🏙️ . Inquire about COVID-19 financial assistance ON-SITE! Eligible candidates c…","Austin, TX",,30.2711286,-97.7436995
234,elry2009,"(+) @mattgaetz who mocked COVID-19 months ago, now has the virus which i guess is worrisome because this proves it can leap to other species",knoxville,+,35.9603948,-83.9210261
235,madhatrecon,(-) BREAKING NEWS!!!! Covid-19 has Matt Gaetz. Our thoughts and prayers are with Covid as they deal with this terrible virus,Montreal,-,45.4972159,-73.6103642
236,RadioRewindUK,(+) Extra Funding Available To Help Groups Support People During COVID-19 #RRNews,"Chesterfield, North Derbyshire",+,53.2352134,-1.4264097
237,MauroOrru94,"(-) In Russia, exhausted ambulance crews are falling ill with Covid-19 and wait times are growing to 24 hours or more as infection rates hit new highs.","Barcelona, Spain",-,41.3828939,2.1774322
238,Biswaji39516992,"(+) UK PM Boris Johnson mentions Ram, Ravana in COVID-19 address, says Diwali teaches us that light triumphs over darkness, good over evil | In Hindi.",India,+,22.3511148,78.6677428
